CONS_NO,FLAG,mean,median,trimmed_mean,std_dev,variance,cv,iqr,mad,min,max,range,percentile_5,percentile_95,zero_count,zero_ratio,longest_zero_streak,zero_streak_count,mean_abs_daily_change,std_abs_daily_change,max_abs_daily_change,unusually_large_changes_count,linear_trend_slope,trend_r2,early_vs_late_change,relative_trend,monthly_mean_1,monthly_std_1,monthly_mean_2,monthly_std_2,monthly_mean_3,monthly_std_3,monthly_mean_4,monthly_std_4,monthly_mean_5,monthly_std_5,monthly_mean_6,monthly_std_6,monthly_mean_7,monthly_std_7,monthly_mean_8,monthly_std_8,monthly_mean_9,monthly_std_9,monthly_mean_10,monthly_std_10,monthly_mean_11,monthly_std_11,monthly_mean_12,monthly_std_12,seasonal_variation,temporal_consistency,peak_to_average_ratio,high_consumption_day_count,high_consumption_day_ratio,peak_frequency
CONS_000011,0,29.023860447768428,29.0249827385178,29.04379142288604,4.086760147204278,16.70160850077713,0.1408069065709552,5.944506772194536,3.3294786575224453,13.29703312750266,41.80661904012209,28.50958591261943,22.49013884256409,35.292024145813315,0,0.0,0,0,3.1884720468910115,4.0343757519605745,14.611113795842323,11,-0.0023569024405257362,0.029633594858696655,-5.12410093883955,-0.174050563772196,29.45887242777787,2.699823771850352,32.13447770342337,2.9323297557724937,33.110850362944355,2.7172266126726043,32.87240867312916,3.162872336038515,31.61277210731739,2.560099895599121,29.938475791684642,2.689857587147274,27.95669167893832,2.926908041247075,26.241554749777826,2.5126095244846476,24.831587563270503,3.1217819605411807,25.15145420572095,2.631552381033063,25.804368620550704,3.578967603935232,27.900222066553773,2.934658941921929,7.333935255671921,3.0430615567890524,1.4404223612822025,57,0.0551257253384913,57
CONS_000012,0,29.73710505257197,29.822483562462047,29.740456637874804,4.131575071263283,17.069912569484202,0.13893668953391455,5.725702724653793,3.3505183171285378,17.73913935566521,42.06903274869998,24.329893393034773,23.147947573209652,36.56005475649359,0,0.0,0,0,3.244399131249734,4.097882013024082,12.652848570004913,13,-0.0014538011908228914,0.011031591493513515,-4.495374817916979,-0.14482250347994363,30.946075910930432,2.7015603459779265,32.36233856447261,3.2154928611743845,33.594623135959715,3.142196954696883,33.56851812920602,2.9078369587229553,32.796953951819894,3.1590025822716967,29.813290778932885,3.0402173205146714,28.659114825981682,2.836583103282299,26.967247679127127,2.827892586739219,25.390058560736527,3.3390835216435177,25.91546900193009,2.964895023438172,27.198104782710427,2.5120672583541537,28.486078986857713,2.625110760042456,7.279253504076628,2.9774895122372875,1.4146982787876703,68,0.06576402321083172,68
CONS_000013,0,24.78406338597243,24.880316556175703,24.793326671162397,3.5660519975768272,12.716726849421681,0.14388487465337535,5.4232515740691305,2.963002316605806,14.34619360261452,34.63154160499723,20.28534800238271,18.964693331833786,30.57070491803409,0,0.0,0,0,2.500678874262812,3.1460627109597112,10.783565867177852,14,-0.002062607876585327,0.029806942321852214,-4.90019520548417,-0.18986875433928854,25.551443847830786,2.1767998626031164,27.13395554052977,2.2193416248511357,28.416794707262593,2.243984472184607,28.4987459922805,2.393399614825915,27.66422045019149,2.1673443738911815,25.480563374389728,2.469071424512722,23.864068162285065,2.2208985602955895,21.844061252908983,2.470654887328623,21.21502665312579,1.9825601866739653,20.763477975325475,2.2830691263678955,22.04540760997498,2.2790972003595504,23.825902015094314,2.4763115714204043,6.940690052869151,2.8379980144133787,1.3973310053454504,64,0.061895551257253385,64
CONS_000014,0,16.145146151966184,16.42842740864456,16.170247582836506,2.9665438900685213,8.800382651702876,0.18374214010847528,5.311523758853912,2.624638909365585,10.036052207040791,22.390020242397785,12.353968035356994,11.589502238021625,20.50899719366506,0,0.0,0,0,0.9976277295977993,1.2668302016275244,4.464450390596657,13,-0.002138585395463758,0.04630320611436689,-5.139534345941103,-0.2979160621546376,17.300308083153592,1.0950514770209419,18.722306375564827,0.9250669986174368,19.856546378911915,0.9291062191744927,19.7837216818328,0.9464154225169964,18.635809020519535,1.0982863617083538,17.170187347494732,1.0374272524457175,14.989685883765091,1.0987482433660547,13.19907669237154,1.0459425192840417,12.323805200419088,0.8979891824446145,12.30014480395112,0.914847138788532,13.305089261932498,1.1348257197538423,14.959669312779004,1.3206153389962891,6.863359872918666,2.8761919283919846,1.3867956749883874,46,0.04448742746615087,46
CONS_000015,0,38.897498038169346,38.93956527204542,38.916656321385325,5.0115374474847165,25.115507587541625,0.12883958021483577,6.733372798579815,4.014740473840044,15.894053641644804,52.49978703839821,36.60573339675341,30.788073297945587,47.06841847713172,0,0.0,0,0,4.668864213504442,5.941769435747578,19.440846089388927,12,-0.0019648216946191914,0.0136950542279336,-4.289801341536922,-0.10658169672070537,40.47700067538587,4.0118096821305995,41.050820308057574,4.396734870704742,42.07404841312541,4.267593295342679,42.54777272805195,3.93287870678797,41.51206447921455,4.196355225690692,39.67456808602315,3.9026769226791145,37.75307661490305,4.236407209028157,36.157786062619635,4.539748333386035,35.26255754317248,5.078846462068086,35.59939116862795,4.578501203233184,35.44186481418443,4.0060302537617485,37.803495579951736,3.8099983165070745,6.604093237556519,2.7611540275052144,1.3496956960364268,71,0.06866537717601548,71
CONS_000016,0,29.0527468684067,29.116228866935735,29.08112292350246,3.9343171131065535,15.478851146483084,0.13541979336780435,5.704635260224691,3.2152127802177497,17.77402891771597,41.09751715986464,23.323488242148667,22.419579626831236,35.492243375680935,0,0.0,0,0,3.1627861515411353,3.958612956906039,11.273557106978487,5,-0.002527312195300604,0.036765331666554935,-5.155241430279236,-0.1717533480072727,30.03643697413037,2.7390561157469664,31.3470383458585,2.7883711883250637,32.28899823240785,2.713706231538805,32.8344838349402,2.961846592063991,31.520993543558927,3.209726787278485,30.388328660189643,2.7722689242614993,28.297649084007976,2.9350183054479024,26.061632343724472,3.359014602682649,25.441175700096437,2.875638587416167,25.640461985022412,2.7155997803189127,25.94939783736813,2.5704740920503415,27.375252347772015,2.9645038511414863,6.5651468669002995,2.7856067738307817,1.414582790791916,71,0.06866537717601548,71
CONS_000017,0,25.432397668457693,25.48009359903611,25.425295843525536,3.717584385459547,13.820433663012636,0.1461751380167789,5.546914741903684,3.0959571499930774,15.726098086372334,36.16961999628796,20.44352190991563,19.513670505635574,31.516976016808254,0,0.0,0,0,2.590958060019025,3.241963767094091,9.809286526184948,6,-0.0023144584836674205,0.03453317784004972,-6.036709274867341,-0.22076459755963138,26.663968481671706,2.245590604145574,28.107740566047703,2.5076775532338833,29.059385224070958,2.589844361424202,29.061311759753394,2.4012112056023938,28.54744929845235,2.276197114630475,26.41751043274291,2.2543326734839155,24.442567412857898,2.2704604599193505,22.52952640174864,2.2989616089122955,21.58692576871616,2.2144625779720157,21.308699990162477,2.1685109655043275,21.905819036207706,2.2728227569279924,24.05943514751789,2.3198639643019567,7.327294861759249,3.0302402112551845,1.4221867338509053,72,0.06963249516441006,72
CONS_000018,0,33.414669359450684,33.48284968770298,33.4458200227192,4.542644748018898,20.635621306703676,0.13594761519872664,6.3611050724181375,3.6579480004830027,20.150719873808065,48.49936549887782,28.348645625069757,25.57345542841032,40.69020983117675,0,0.0,0,0,3.752009581324837,4.797947075740073,18.31634970487034,9,-0.0022907553945532505,0.022656838695867987,-5.754428275222118,-0.16658946619201315,34.35913654886755,3.363231128226218,36.21456704376733,3.694597738974511,36.69725010869739,3.3243754373952883,37.5436055835964,3.3771185536913073,36.74864784748936,3.4793142823630143,34.49396663429529,3.2714582031393666,32.701384704424015,3.1203030457404735,30.141634191670914,3.562903272498116,29.11370526860328,3.4096484936945974,29.24545717283736,3.2314046980517444,29.927162257639747,3.7458388304379024,32.45861586291836,3.2824313580092275,7.625078072544053,3.1459423237825974,1.451439292297574,72,0.06963249516441006,72
CONS_000019,0,37.80834462088753,37.990483250290694,37.7948496370142,4.988412419683337,24.88425846885097,0.13193945246119015,6.6777890693877,4.017829777239274,24.00119271167553,55.01418858733481,31.01299587565928,29.53767677934396,45.82655752489371,0,0.0,0,0,4.550678810917539,5.821251179584681,21.63059859397533,11,-0.0016365554323793797,0.009589504415325911,-3.027576011934869,-0.08048951884389556,38.489317519013696,4.401266472019424,41.19283993647512,4.2483167588488255,41.18251875792553,5.025322759489194,41.405662399830035,4.368409981645664,40.05699802509517,3.2098134030770025,38.295739751537766,4.09964248728421,37.44711810845618,4.217567105975683,34.212978997786486,3.808700624629501,34.43230421123918,3.5970178967265363,34.127095739886656,4.644301444750261,34.821260170837576,3.8409584825165575,36.972005346340836,4.460005102681583,6.463321531373644,2.845609038332628,1.455080556525112,65,0.06286266924564797,65
CONS_000020,0,32.78765134270087,32.830690649017896,32.815991653790284,4.423545656641807,19.5677561763946,0.13491498599553042,6.104330562559859,3.553463243565808,20.139404925617388,48.76578029882359,28.626375373206205,25.398488277838595,39.9299295405775,0,0.0,0,0,3.7150477669649025,4.8021807144679665,19.223709170677225,10,-0.0016100001086581204,0.011802396742465748,-5.3769246425125985,-0.15603481616095402,34.2485894648417,3.5102553403837953,35.019667944094714,3.407269525615664,36.83575582029651,3.181165034334691,36.17355912351658,3.3371072008007316,35.608967771348375,3.5097613880253036,33.0912380433551,3.8459295010473857,31.379981342883653,3.4357809856646475,29.978478059327742,3.9490132791320542,29.165760493942773,3.2820529994717074,29.015383033691403,3.4172068752978046,30.376021315118255,3.822871844371603,31.390615596221853,2.9858181260504755,6.7977910112642554,2.8267370211670855,1.4873215010674514,66,0.06382978723404255,66
CONS_000021,0,24.41296992784667,24.531588040687623,24.40695389797796,3.618361956147864,13.092543245698199,0.14821473252239764,5.516834902794038,3.0218883711238966,14.863089969266628,35.13666177583693,20.2735718065703,18.665244312460832,30.227882308339023,0,0.0,0,0,2.315149357944112,2.9363305584588844,9.882407953336287,8,-0.002256738721188705,0.034657558923508525,-5.624333451083945,-0.21606875298309897,25.199991021024026,2.4279910518865426,27.227839746894553,2.3357667070488235,28.2706263227037,2.3734299058085115,28.076788705413836,2.1367724013591953,27.192207793237813,1.8776452234778311,25.531912303592016,2.366270785661493,23.441055764262412,2.1160827883173803,21.132204671284104,2.1484700438072406,20.387023832620855,2.066720804318016,20.522883068809342,2.151774241503256,21.52737020268392,2.039397319094967,23.26332061977291,1.9446077969038382,7.122634943935481,2.990972727301613,1.4392620168878452,70,0.06769825918762089,70
CONS_000022,0,26.373308216510832,26.37281602966648,26.408009154609914,3.6697240373416196,13.466874510242876,0.13914537638091368,5.592956597103566,3.0438982278020985,15.718954611258049,36.11845075932048,20.399496148062433,20.366234880417252,32.30084878058002,0,0.0,0,0,2.5742994640034524,3.237343664574567,10.318974603623566,12,-0.0018235299259351419,0.021999783313408905,-4.393802023626556,-0.1661125295044452,27.02816598363249,2.306090555560331,29.072689185467237,2.529721263650048,30.200151586118462,2.2900657512808373,30.082321921341897,2.1743700027141992,29.19403704312096,2.1929049962483895,27.126878825552573,2.3696270369348844,25.170485106779378,2.282163804071515,23.676707374016544,2.5387282968626557,22.520029215686204,2.3399131560017796,22.31891877658595,2.4972761580454073,23.40227834445482,2.268465667052148,25.57494049436905,2.3714112767879416,7.160398551616986,2.923369909079308,1.369507727028384,67,0.06479690522243714,67
CONS_000023,0,32.2667080284175,32.35022027961527,32.25975675888224,4.3325686620484305,18.771151211364124,0.1342736458878626,6.078903080537927,3.5047241924060986,18.595781113994462,45.0102025707508,26.414421456756337,25.257124650008073,39.51796729207733,0,0.0,0,0,3.7745769799055733,4.791890991199314,14.74210918833013,11,-0.00223895127848733,0.023793471133143007,-5.743785515644056,-0.1744206158821965,33.35100467863487,3.209111483857102,34.30751165311093,3.122223282912819,35.556367096979564,3.575372947732726,36.08635769874169,3.566901653080574,35.11738333443425,3.3354436709295516,33.061858946884676,3.3855332540360576,31.278213744515583,3.4471432677232277,29.749983806389235,3.2581862752469974,28.23335692521519,2.860960972908987,28.175541249042084,3.6588126605570457,29.574044370269316,3.609916479156542,31.72224088543286,3.559373408212021,7.037492419725584,2.8170442934027236,1.394942463178071,72,0.06963249516441006,72
CONS_000024,1,15.251361657957105,22.11003351778423,15.121018269168761,13.218448082968386,174.72736972213062,0.8667060366617088,26.971304309214922,12.745019660032833,0.0,36.706470371358,36.706470371358,0.0,31.155744640803494,432,0.41779497098646035,10,243,13.291098043732134,18.290751923835995,36.706470371358,0,-0.0007337141337552615,0.0002745062676862142,-0.398733113288964,-0.026135642206201654,17.01787512226243,13.40175823223699,17.205258403202535,14.620346518136488,17.51416561173198,14.752334813926893,16.73301297326242,14.838003754235558,17.5556376708364,14.19092143572527,15.57549981599746,13.513455563553842,15.287900116609391,12.066868841536351,12.732655708337658,11.992763487511484,12.187639046105186,11.3666120510149,13.14255025553033,11.026395462038948,13.11722938235992,12.095579474059486,13.81601862988477,12.760588990202647,4.492276120936339,2.0528352335820252,2.40676660797959,2,0.0019342359767891683,2
CONS_000025,0,24.78090294935865,24.84465411912899,24.79932079511118,3.6606493396000768,13.400353587514479,0.14772057335280608,5.58183848154097,3.0494119777307933,14.317642545256028,34.32430007085295,20.00665752559692,18.87685610255201,30.554099075818712,0,0.0,0,0,2.3775960773382496,3.00462858361247,10.790541774179118,10,-0.002182835896080223,0.03168001235207263,-5.3194938230599185,-0.20359412821327338,25.788807442915267,1.8665325431664295,27.88124110988021,2.1477603521101667,28.729158558271212,2.2394539070523063,28.308139011918705,2.14982130905627,27.656666073068465,2.137672971891855,25.603677468502312,2.156984056944966,24.018417545483928,2.3379930422546433,21.745060624829566,1.969153028446507,20.275291406161728,2.2801332303995747,20.770634678442683,2.0755092673588034,21.74938317650982,2.12504042302083,23.590367931489418,2.1873892186567447,7.4014052153767445,3.078695275514239,1.3851108959139196,66,0.06382978723404255,66
CONS_000026,0,27.16739309337548,27.16088702342702,27.1880545855742,3.880923634113832,15.06156825382331,0.1428522596158812,5.708452134756872,3.1868056368758784,14.889012413239923,36.75437829115404,21.865365877914115,20.884879505312618,33.54431998881668,0,0.0,0,0,2.913936070735022,3.655973295430594,11.891564228473353,5,-0.0017188940416926492,0.017477827349270503,-3.2736399901886344,-0.12215670656641942,27.411664977087284,2.7131176675782083,29.983367620089613,2.7293440287247646,30.984029160994865,2.2112055741862084,30.796816756749216,2.7415392702819403,29.843046683364157,2.5014218027949267,28.610860256489882,2.812778967729264,26.336595741677748,2.6207874954746897,23.983342654303605,2.4145888978893484,23.174338796779775,2.8487785432438733,23.717992160551038,2.9403399054824115,23.825006017489997,2.5509217334686496,26.009741627420766,2.709082247738445,6.996180764354808,2.954298162273639,1.3528856748213571,69,0.06673114119922631,69
CONS_000027,0,37.12666103488279,37.00137268319989,37.082346314883516,4.8967858462081155,23.978511623624126,0.13189405073925806,6.661859024174078,3.9183290890266758,23.45793319270628,52.25463156759316,28.796698374886876,29.34306211149851,45.60079043688563,0,0.0,0,0,4.459422152096471,5.695025731067939,18.78021620240488,11,-0.001637445483232051,0.009962558940850075,-4.4335427442801745,-0.1157042139139128,38.31246855564699,4.193051150529751,39.86355715269346,4.060439625196996,40.52005117373124,4.650447478800111,40.37391508673329,4.624821696788063,39.83373094861113,3.911174971332511,38.120669472344154,3.9193131661497747,35.93566098782587,4.290680960311109,35.021251821020265,4.154954573757625,32.83035057525392,3.788394160659647,33.304242526106584,3.5579426464021795,34.569531765310224,3.620770176393611,35.61620270006286,4.0440260419534075,6.7994282322545345,2.8105301695965372,1.407469152990288,79,0.07640232108317214,79
CONS_000028,0,16.085859650882064,16.276604995730857,16.11087493932298,3.0094911692535775,9.057037097815266,0.1870892229250135,5.506270360117341,2.6567649305951915,9.777301035456622,22.33003717300596,12.552736137549337,11.545324751017151,20.4766369148937,0,0.0,0,0,0.9749780043993154,1.2226716086701706,3.994060361957441,8,-0.0020432093706356843,0.041067571612232734,-4.593323652130758,-0.27166111846896607,16.95648539704012,0.9777254498831539,18.826852279286037,1.0525311887279385,19.82095564605272,0.8878372909865556,19.83733314234886,0.8835352647775307,18.870996023155506,0.9738845524740485,17.04882769408035,1.0564747126987157,14.872813392132114,0.9618837084244964,13.225768676750757,0.9660781254734132,12.108139487077862,0.952511507025629,12.22461478753804,0.9806037830910531,13.12950241185177,0.8868972889068624,14.872611635891461,1.1651114991035594,7.100551213066133,2.9456859025175546,1.388177956880504,42,0.04061895551257253,42
CONS_000029,0,16.006686713595975,16.224189121343198,16.026716074657845,3.0319060979224726,9.192454586619473,0.18941495905784375,5.548999830289683,2.6742734737422427,9.639801475552163,22.23341062095055,12.593609145398387,11.424050102928799,20.54336380113921,0,0.0,0,0,1.0218417893689435,1.2909691855731034,4.216846645816521,10,-0.0019674395345873215,0.03751722617996334,-4.56566813963464,-0.27072342272059885,17.028637117949323,1.1408581150758854,18.83719729784171,0.9844954263278106,19.64696411322482,0.9112456698634321,19.84277767690985,1.0041296676257705,18.77966688824375,0.914433070169395,16.780104739250614,1.0478939928803115,14.755207494314105,1.1220623541700372,13.081287115600952,1.0101740299782815,11.987907867731924,1.0372140928784006,12.219309764124654,0.9024488502679068,12.911439053271033,0.9341605278416069,14.996522430124001,1.1105947829611733,7.113721395299823,2.9604711375992525,1.3890075835030902,50,0.048355899419729204,50
CONS_000030,1,7.694588244999435,0.0,4.5090853831318345,15.239482046925884,232.24181305857633,1.9805452327204767,0.0,12.219065665656954,0.0,49.90402331056171,49.90402331056171,0.0,40.67534136628472,821,0.7940038684719536,821,1,0.9846792795356957,2.937038134699149,37.36307696050622,28,-0.0355636647637746,0.4852125524487446,-35.95872922573229,-0.9999999721903418,12.025386301516738,17.297178236328925,12.429049365720118,18.018142476487146,13.324640688939139,19.050959719277078,13.084872309337417,18.719546575606657,12.613055834690144,18.104930191045256,12.073220584842572,17.36773829067567,11.479321602880846,16.45654831956229,0.40175351570436796,3.8743705974540226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.006682190354677,6.379083898307537,6.485599389596185,202,0.195357833655706,202
