Feature,Normal_0_max,Normal_0_mean,Normal_0_median,Normal_0_min,Normal_0_std,Theft_1_max,Theft_1_mean,Theft_1_median,Theft_1_min,Theft_1_std,mean_diff,Standardized_Mean_Diff
monthly_mean_4,44.33062743849089,31.559273773003177,31.3303887638083,18.78263812664127,7.287673829621354,40.22906705521041,17.85066485059739,17.045149825711125,6.673354233263649,5.928418151746941,-13.708608922405787,-2.063646872030473
monthly_mean_5,44.01901675865441,30.55260212868539,30.481782183286853,17.720187630197906,7.291797031162618,39.61953053735749,16.880253095240953,16.45810588088779,5.255711065346781,5.839124253325523,-13.672349033444437,-2.069837925239571
monthly_mean_6,42.15639050157934,28.776153132239052,28.77791452475513,16.016976023494575,7.292018513916987,31.22671072218942,15.176158984641798,14.88161394111528,0.0,5.782247394017662,-13.599994147597254,-2.0666876854703276
monthly_mean_7,39.7561579304184,26.739273164959723,26.645983895789037,13.886024565694996,7.293844224182413,26.5492004568904,13.580176477399506,13.098862900328845,0.0,5.81182948598298,-13.159096687560217,-1.9954345423480029
monthly_mean_8,37.77135690470151,24.920822832877334,24.840786994851573,12.12551054362438,7.2884475896584675,23.08536745780623,12.36642727447642,12.08438286681178,0.0,5.669785568447685,-12.554395558400914,-1.9227280514778047
monthly_mean_9,37.065142394225816,23.900511949303596,23.739996009877757,11.05072901900821,7.286163689863141,24.672751665688452,11.62722729561752,11.542349691112529,0.0,5.723139131528205,-12.273284653686076,-1.8733742769895751
monthly_std_1,5.309384610934222,2.734394838509315,2.678909197189078,0.8555273628765704,1.0879512361857386,20.882615574396063,12.779160752181838,12.30477772247391,0.9449300175754928,4.324978423083474,10.044765913672522,3.1852782342910944
monthly_std_10,5.240836801746038,2.655231832453488,2.6386551707278887,0.6790978432116282,1.1058582511912356,17.96813307674811,9.136569155112758,9.45658396630619,0.0,5.473507737356506,6.48133732265927,1.6414440002032347
monthly_std_11,5.503710616728819,2.695450211239301,2.64058046685092,0.7609483633010549,1.1029797436419118,20.1986257367002,8.723052689804,8.907175758746114,0.0,6.047756894474222,6.027602478564699,1.386628038856142
monthly_std_12,5.400890180085527,2.729638187026101,2.6596969258663554,0.8271256422545723,1.0855553278854888,20.03417131699597,9.11810321188659,9.897351353090178,0.0,6.503541964238023,6.388465024860489,1.3702322531257154
monthly_std_2,5.212879560619466,2.6823817592086203,2.6421000164300965,0.6919394192084691,1.0893445786329987,21.608487780651537,13.553038505550468,13.121058772963831,1.0101191245126389,4.510448474341554,10.870656746341847,3.313144614637617
monthly_std_3,5.064610063368878,2.6496858613137917,2.6041704243076285,0.6671334564656273,1.1068948141270136,21.696430870816773,13.952850632555952,13.777527544721512,1.1484047440670426,4.599474837840116,11.30316477124216,3.378945218417822
monthly_std_4,5.326463185780182,2.662225486484508,2.6494394446017817,0.674345799023677,1.1107333556600347,21.7371702062338,14.012399416576535,13.910934640563047,0.8837895173538638,4.548880145860028,11.350173930092026,3.4279721947237403
monthly_std_5,5.445015141351502,2.6832473557560745,2.659554946651769,0.7832265855144406,1.0783275322081392,22.088204122373924,13.51497262001678,13.598364976686858,0.4685741037505551,4.735801520317315,10.831725264260704,3.153863957057354
monthly_std_6,5.173949185286491,2.713247940629555,2.6729759439093828,0.8316895293820007,1.066962613797867,20.988156315396136,12.296724448170853,11.924069139244953,0.0,5.106352091320709,9.583476507541297,2.598051942321189
monthly_std_7,5.462337644591602,2.718177726390166,2.686104636087732,0.8343694618146366,1.0613935284451732,19.42544772571403,11.232044920603718,11.16054187207007,0.0,5.159675653056238,8.513867194213551,2.285701842343057
monthly_std_8,5.297208082739431,2.6893227131493282,2.6640565735836006,0.8040069149585048,1.0819398740576904,19.030268903864275,10.213765689478864,10.396174604839798,0.0,5.330343823352652,7.524442976329535,1.956441944170192
monthly_std_9,5.8961645571767765,2.6639112713678705,2.633282959132266,0.6803638350338947,1.1263085256242182,17.818016159799175,9.544283681189581,9.717684087984292,0.0,5.274007776291919,6.88037240982171,1.804271069837943
peak_frequency,86.0,63.03589743589744,65.0,29.0,9.708781624623867,205.0,52.27407407407407,3.0,0.0,73.35971785269699,-10.761823361823367,-0.20567085430052634
peak_to_average_ratio,1.5726032988222138,1.4002666735348162,1.395099463790739,1.3124449046831388,0.03594964694428054,9.232638069083682,2.859205839318749,2.3639669882777605,1.5557242656709416,1.201273390211912,1.4589391657839328,1.7167830896405547
percentile_5,31.8074500974991,21.37212751635286,21.438725355207445,10.509603401145704,6.01211445351045,10.020504098343771,1.3456897596629913,0.0,0.0,2.1768206807209407,-20.02643775668987,-4.429365854609714
percentile_95,49.48835034199936,34.18490352023215,33.9750973475473,19.269819356509792,8.60990651893019,47.68182720411184,32.935659486101486,32.46810900979382,15.250306897562696,8.267418656741919,-1.2492440341306619,-0.14800766532857593
range,39.51196142575108,22.637604197552815,22.381921792260297,11.11303122085815,6.51584412307778,55.68248482559139,37.65599893264459,36.706470371358,17.97332353286337,10.48647787130102,15.018394735091778,1.7203388785245866
relative_trend,-0.052235843163542,-0.18145235579292832,-0.1719971875580291,-0.3171662582021555,0.0547202679538326,0.2573624458421427,-0.520528478843696,-0.3772396841336446,-0.99999997597005,0.4008612796870787,-0.33907612305076773,-1.1852432116965483
seasonal_variation,7.93562212536402,7.051905645909714,7.050312038159468,5.736235901900535,0.2513472137601986,15.145322592351157,6.284456760587272,5.217425050928977,1.598985923618363,3.1775411345255398,-0.7674488853224419,-0.34050118469325885
std_abs_daily_change,6.638911872720303,3.7169175140575033,3.6824917469484495,1.006343868787786,1.531640777409747,28.01803399365173,10.975478068146153,10.761714445457445,0.615167639614696,9.201218268666295,7.25856055408865,1.1004871910215315
std_dev,5.520770749183647,3.988235450194986,3.888097096936648,2.9039956881867948,0.7225521481335676,20.622965250001407,12.623142229294553,11.91791059447105,4.963528368678127,3.9883609620186786,8.634906779099566,3.012767030403765
temporal_consistency,3.366804073673241,2.9415446948411583,2.9339033638323078,2.648735469618276,0.09224982439701257,7.8127796915036605,3.253739470724385,2.749707909024169,1.0935516234129894,1.4972348283968535,0.31219477588322686,0.2943252496971269
trend_r2,0.0539281601300944,0.02738688306312397,0.0267741083353924,0.0018081971257764,0.011219646427526788,0.7318063153092407,0.27154770725696514,0.0057035552175718,2.2886561468205002e-07,0.2999318385121393,0.24416082419384116,1.1504366817421865
trimmed_mean,40.16040973698943,27.85559319595007,27.73626621752588,15.119167614322487,7.2790351261429835,34.43338049724247,14.35231022924081,13.902426115036668,1.839943753048153,6.367508445007677,-13.50328296670926,-1.9746037571935473
unusually_large_changes_count,19.0,9.214652014652014,9.0,2.0,2.391349721291562,30.0,8.362962962962962,0.0,0.0,9.833393765449403,-0.8516890516890516,-0.1190189027019789
variance,30.47890966504177,16.42772113559684,15.117299035207193,8.433190957007495,5.9357232630542125,425.3066957027656,175.13291310314395,142.03659293780527,24.636613866672555,104.93274546629692,158.7051919675471,2.1355088154542585
zero_count,0.0,0.0,0.0,0.0,0.0,886.0,257.46666666666664,345.0,0.0,252.39239764315343,257.46666666666664,1.4426458689678392
zero_ratio,0.0,0.0,0.0,0.0,0.0,0.8568665377176016,0.24900064474532557,0.3336557059961315,0.0,0.24409322789473256,0.24900064474532557,1.442637518779515
zero_streak_count,0.0,0.0,0.0,0.0,0.0,266.0,82.82962962962964,1.0,0.0,115.26734277133005,82.82962962962964,1.0162356599455138
